question_id,table_id,score
1290,230,0.0
1291,230,0.0
1292,230,0.16666666666666666
1293,230,0.16666666666666666
1294,231,0.0
1295,231,0.07142857142857142
1296,231,0.07142857142857142
1297,231,0.0
1298,231,0.0
1299,232,0.047619047619047616
1300,232,0.14285714285714285
1301,232,0.09523809523809523
1302,232,0.0
1303,232,0.0
1304,233,0.26666666666666666
1305,233,0.13333333333333333
1306,233,0.13333333333333333
1307,234,0.5
1308,234,1.0
1309,235,0.10526315789473684
1310,235,0.21052631578947367
1311,235,0.05263157894736842
1312,235,0.15789473684210525
1313,235,0.15789473684210525
1314,236,0.5
1315,236,0.5833333333333334
1316,236,0.3333333333333333
1317,236,0.6666666666666666
1318,237,0.0
1319,237,0.5
