President_Trump_Job_Approval
url,Poll,Poll_link,Date,Sample,Approve,Disapprove,Spread
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Gallup,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,12/28 - 12/30,1500 A,40,55,-15
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qbrcp8y3ab/trackingreport.pdf,12/24 - 12/26,1004 RV,43,53,-10
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d4v1jp5sni/econTabReport.pdf,12/17 - 12/19,1291 RV,41,55,-14
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,http://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_12_20_2017.pdf,12/15 - 12/19,2492 A,35,60,-25
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CNN,http://cdn.cnn.com/cnn/2017/images/12/18/rel12a.-.trump.and.taxes.pdf,12/14 - 12/17,898 RV,36,59,-23
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2509,12/13 - 12/18,1230 RV,37,59,-22
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,NBC News/Wall St. Jrnl,http://msnbcmedia.msn.com/i/MSNBC/Sections/17505%20NBCWSJ%20December%20Poll%20(12-17-17%20Release).pdf,12/13 - 12/15,900 A,41,56,-15
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2017/12/PPP_Release_National_121417.pdf,12/11 - 12/12,862 RV,41,56,-15
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CNBC,https://www.cnbc.com/2017/12/18/economic-optimism-soaring-helping-trump-cnbc-survey.html,12/10 - 12/13,800 A,42,49,-7
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gptk5yjub1/econTabReport.pdf,12/10 - 12/12,1338 RV,41,54,-13
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Monmouth,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_121317/,12/10 - 12/12,702 RV,33,59,-26
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_12_13_2017.pdf,12/8 - 12/12,1457 A,33,61,-28
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Harvard-Harris,http://harvardharrispoll.com/wp-content/uploads/2017/12/Final-HHP-December_Registered-Voters_Topline-Memo.pdf,12/8 - 12/11,1989 RV,41,59,-18
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2507,12/6 - 12/11,1211 RV,37,57,-20
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Marist,http://maristpoll.marist.edu/wp-content/misc/usapolls/us171204_KoC/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_December%202017.pdf,12/4 - 12/7,1079 RV,39,55,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CBS News,https://www.realclearpolitics.com/docs/CBS_News_Dec_7th_2017.pdf,12/3 - 12/5,1120 A,36,57,-21
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jhdmzhxe6k/econTabReport.pdf,12/3 - 12/5,1341 RV,43,52,-9
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,http://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_12_6_2017.pdf,12/1 - 12/5,1548 A,37,59,-22
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2504,11/29 - 12/4,1508 RV,35,58,-23
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Pew Research,http://www.people-press.org/2017/12/07/stark-partisan-divisions-over-russia-probe-including-its-importance-to-the-nation/2/#methodology,11/29 - 12/4,RV,34,62,-28
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,IBD/TIPP,https://www.investors.com/politics/trumps-approval-rating-holds-steady-53-say-economy-is-improving-ibdtipp-poll/,11/27 - 12/4,901 A,36,59,-23
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8hs5rikuhd/econTabReport.pdf,11/26 - 11/28,1319 RV,43,53,-10
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_11_29_2017.pdf,11/24 - 11/28,1969 A,38,57,-19
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g5yvmbyxrd/econTabReport.pdf,11/19 - 11/21,1344 RV,40,55,-15
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_11_22_2017.pdf,11/17 - 11/22,1489 A,36,59,-23
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2502,11/15 - 11/20,1415 RV,38,55,-17
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,NPR/PBS/Marist,http://maristpoll.marist.edu/wp-content/misc/usapolls/us171112_PBS/NPR_PBS%20NewsHour_Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_Civility%20and%20Politics_November%202017.pdf,11/13 - 11/15,802 RV,42,54,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pv5v29parb/econTabReport.pdf,11/12 - 11/14,1281 RV,39,56,-17
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Harvard-Harris,http://thehill.com/homenews/administration/360786-poll-trump-job-approval-hits-new-low,11/11 - 11/14,2350 RV,41,59,-18
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_11_15_2017.pdf,11/10 - 11/14,1520 A,37,59,-22
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2500,11/7 - 11/13,1577 RV,35,58,-23
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Marist,http://maristpoll.marist.edu/wp-content/misc/usapolls/us171106_HBO/Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_November%202017.pdf#page=3,11/6 - 11/9,850 RV,39,55,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k4rl5ynp42/econTabReport.pdf,11/5 - 11/7,1336 RV,40,55,-15
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_11_08_2017.pdf,11/3 - 11/7,1572 A,35,60,-25
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CNN,http://cdn.cnn.com/cnn/2017/images/11/06/rel11a.-.trump.and.russia.pdf,11/2 - 11/5,RV,38,57,-19
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,IBD/TIPP,https://www.investors.com/politics/1-year-after-trump-election-less-stress-more-hope-but-low-approvals-ibdtipp-poll/,10/26 - 11/3,917 A,36,58,-22
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,ABC News/Wash Post,https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2017/11/05/National-Politics/Polling/question_19571.xml?uuid=znsJGsHdEeeSlHBfgBZPbg,10/29 - 11/1,884 RV,38,58,-20
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4eegg8ofj2/econTabReport.pdf,10/29 - 10/31,1291 RV,43,52,-9
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_11_01_2017.pdf,10/27 - 10/31,1798 A,36,60,-24
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CBS News,https://www.cbsnews.com/politics/,10/27 - 10/30,1109 A,39,55,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,PPP (D),https://www.publicpolicypolling.com/wp-content/uploads/2017/10/PPP_Release_National_103117.pdf,10/27 - 10/29,572 RV,38,56,-18
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Pew Research,http://www.people-press.org/2017/11/02/declining-confidence-in-trump-lower-job-ratings-for-congressional-leaders/,10/25 - 10/30,1504 A,34,59,-25
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,NBC News/Wall St. Jrnl,https://www.nbcnews.com/politics/donald-trump/trump-s-approval-rating-drops-lowest-level-yet-new-nbc-n815321,10/23 - 10/26,900 A,38,58,-20
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,FOX News,https://andersonrobbins.com/wp-content/uploads/2017/10/102517_complete_topline_trumpjob_healthcare_taxes.pdf,10/22 - 10/24,1005 RV,38,57,-19
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/39agyx9fl6/econTabReport.pdf,10/22 - 10/24,1312 RV,41,56,-15
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_10_25_2017.pdf,10/20 - 10/24,2352 A,35,60,-25
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Harvard-Harris,http://harvardharrispoll.com/wp-content/uploads/2017/10/HCAPS-October_Topline-Memo_with-banners_Registered-Voters_Current-Events.pdf,10/14 - 10/18,2159 RV,42,58,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Marist,http://maristpoll.marist.edu/wp-content/misc/usapolls/us171015_HBO/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_October%202017.pdf,10/15 - 10/17,928 RV,38,54,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_10_18_2017.pdf,10/13 - 10/17,1678 A,38,58,-20
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ofv9fh8zdh/econTabReport.pdf,10/15 - 10/16,1326 RV,41,54,-13
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CNN,"http://i2.cdn.turner.com/cnn/2017/images/10/17/rel10b.-.trump,.guns.pdf",10/12 - 10/15,RV,38,57,-19
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Emerson,https://www.emerson.edu/sites/default/files/Files/Academics/ecp-10.16-national.press_.release.pdf,10/12 - 10/14,820 RV,44,50,-6
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zev5z2887d/econTabReport.pdf,10/7 - 10/10,1278 RV,41,53,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_10_11_2017.pdf,10/6 - 10/10,1584 A,36,59,-23
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2491,10/5 - 10/10,1482 RV,38,56,-18
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x7ybkikwvr/econTabReport.pdf,10/1 - 10/3,1298 RV,42,55,-13
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,IBD/TIPP,http://www.investors.com/politics/trumps-tax-plan-gets-high-marks-as-his-approval-rating-stumbles-ibdtipp-poll/,9/29 - 10/8,887 A,33,61,-28
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,http://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_10_04_2017.pdf,9/30 - 10/3,1659 A,37,58,-21
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,USA Today/Suffolk,http://www.realclearpolitics.com/docs/Suffolk_National_Oct_5_2017.pdf,9/27 - 10/1,1000 RV,38,56,-18
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CNN,http://i2.cdn.turner.com/cnn/2017/images/09/29/rel9.-.nfl.and.trump.pdf,9/26 - 9/28,1037 A,37,56,-19
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,PBS/Marist,http://maristpoll.marist.edu/wp-content/misc/usapolls/us170925_PBS/PBS_NewsHour_Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_Trump_September%202017.pdf,9/25 - 9/27,886 RV,39,54,-15
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CNBC,https://www.cnbc.com/2017/10/03/american-optimism-about-the-economy-fails-to-lift-trumps-approval-ratings.html,9/24 - 9/27,800 A,38,52,-14
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,FOX News,http://www.foxnews.com/politics/interactive/2017/09/27/fox-news-poll-september-27-2017.html,9/24 - 9/26,1017 RV,42,53,-11
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u056dnqljx/econTabReport.pdf,9/24 - 9/26,1254 RV,40,55,-15
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_09_27_2017.pdf,9/22 - 9/26,3429 A,38,57,-19
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,PPP (D),http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_92817.pdf,9/22 - 9/25,865 RV,42,53,-11
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/national/release-detail?ReleaseID=2487,9/21 - 9/26,1412 RV,36,57,-21
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CBS News,https://docs.cbsnews.com/20/toplines-cbs-pm-poll-9-25-17.pdf,9/21 - 9/24,1202 A,35,55,-20
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,ABC News/Wash Post,https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2017/09/24/National-Politics/Polling/question_19252.xml?uuid=2UuPTqDcEeeyp7xwtvmAiQ,9/18 - 9/21,RV,42,54,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CNN,http://i2.cdn.turner.com/cnn/2017/images/09/21/trumpapprovalpoll.pdf,9/17 - 9/20,RV,42,53,-11
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pg2ybma1jb/econTabReport.pdf,9/17 - 9/19,1292 RV,43,51,-8
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Monmouth,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_092017/,9/15 - 9/19,857 RV,42,48,-6
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_09_20_2017.pdf,9/15 - 9/19,1557 A,39,55,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,NBC News/Wall St. Jrnl,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/HUB_NBCPolitics_Front/17363%20NBCWSJ%20September%20Poll%20(9-21-17%20Release).pdf,9/14 - 9/18,900 A,43,52,-9
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Marist,https://www.realclearpolitics.com/docs/Marist_September_15th_2017.pdf,9/11 - 9/13,1009 RV,41,50,-9
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iaun8oq0e2/econTabReport.pdf,9/10 - 9/12,1313 RV,42,54,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_09_13_2017.pdf,9/8 - 9/12,1669 A,35,59,-24
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yxup54e0o1/econTabReport.pdf,9/3 - 9/5,1309 RV,42,54,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_09_06_2017.pdf,9/1 - 9/5,1672 A,40,57,-17
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,FOX News,http://www.foxnews.com/politics/2017/08/30/fox-news-poll-voters-mood-sours-56-percent-say-trump-tearing-country-apart.html,8/27 - 8/29,1006 RV,41,55,-14
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bk136ee11c/econTabReport.pdf,8/27 - 8/29,1278 RV,40,55,-15
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,IBD/TIPP,http://www.investors.com/politics/trump-approval-rebounds-from-lows-after-charlottesville-harvey-confederate-statues-ibdtipp-poll/,8/23 - 8/31,905 A,38,57,-19
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,8/25 - 8/29,1767 A,37,58,-21
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6q36eat3uv/econTabReport.pdf,8/20 - 8/22,1327 RV,40,54,-14
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_08_23_2017.pdf,8/18 - 8/22,2744 A,36,59,-23
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/images/polling/us/us08232017_Usgdv94.pdf/,8/17 - 8/22,1514 RV,35,59,-24
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,PPP (D),http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_82317.pdf,8/18 - 8/21,887 RV,40,53,-13
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,ABC News/Wash Post,https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2017/08/22/National-Politics/Polling/question_19008.xml?uuid=9CAtTIdMEeeWp9F4zzUk6w,8/16 - 8/20,RV,39,58,-19
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,GWU/Battleground,https://mediarelations.gwu.edu/sites/mediarelations.gwu.edu/files/GWBattlegroundPoll62-questionnaire.pdf,8/13 - 8/17,1000 RV,42,53,-11
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Pew Research,http://assets.pewresearch.org/wp-content/uploads/sites/5/2017/08/29095534/08-29-17-Political-topline-for-release.pdf,8/8 - 8/21,4971 A,36,63,-27
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,NPR/PBS/Marist,https://apps.npr.org/documents/document.html?id=3933461-NPR-PBS-NewsHour-Marist-Poll-Aug-17-2017,8/14 - 8/15,859 RV,38,51,-13
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9h2c1c3new/econTabReport.pdf,8/13 - 8/15,1291 RV,42,54,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,http://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_08_16_2017.pdf,8/11 - 8/15,1587 A,35,58,-23
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://poll.qu.edu/images/polling/us/us08172017_Ucva52n.pdf/,8/9 - 8/15,1361 RV,39,57,-18
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Monmouth,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_08152017/,8/10 - 8/14,706 RV,42,49,-7
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Marist,http://maristpoll.marist.edu/wp-content/misc/usapolls/us170809/Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_August%202017.pdf,8/8 - 8/12,883 RV,37,55,-18
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mg4bbjqqty/econTabReport.pdf,8/6 - 8/8,1303 RV,40,54,-14
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_08_09_2017.pdf,8/4 - 8/8,1671 A,37,59,-22
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CBS News,https://www.scribd.com/document/355786489/Toplines-Trump-Economy-poll,8/3 - 8/6,1111 A,36,58,-22
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,CNN,https://www.realclearpolitics.com/docs/CNN_Poll_August_2017.pdf,8/3 - 8/6,RV,40,56,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,IBD/TIPP,http://www.investors.com/politics/trump-approval-hits-new-low-of-32-as-support-from-his-base-slips-ibdtipp-poll/,7/28 - 8/5,904 A,32,59,-27
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tn9k94h20u/econTabReport.pdf,7/31 - 8/1,1329 RV,39,55,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_08_02_2017.pdf,7/28 - 8/1,3130 A,37,59,-22
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Quinnipiac,https://www.realclearpolitics.com/docs/AUG_2_US_PRES+BP.pdf,7/27 - 8/1,1125 RV,33,61,-28
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u4wgpax6ng/econTabReport.pdf,7/23 - 7/25,1282 RV,41,54,-13
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_07_26_2017.pdf,7/21 - 7/25,1532 A,35,59,-24
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,FOX News,http://www.foxnews.com/politics/interactive/2017/07/19/fox-news-poll-july-19-2017.html,7/16 - 7/18,1020 RV,41,53,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,PPP (D),http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_71817.pdf,7/14 - 7/17,836 RV,41,55,-14
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tkeqcl9vz3/econTabReport.pdf,7/15 - 7/18,1273 RV,39,56,-17
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/Core_Poltiical-Topline-2017-07-19.pdf,7/14 - 7/18,1470 A,38,58,-20
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Monmouth,https://www.realclearpolitics.com/docs/MonmouthPoll_US_071717.pdf,7/13 - 7/16,713 RV,40,52,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,ABC News/Wash Post,https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2017/07/16/National-Politics/Polling/question_18935.xml?uuid=QLWiFmnbEeeUq1sfD_RZ3w,7/10 - 7/13,RV,39,56,-17
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Bloomberg,https://assets.bwbx.io/documents/users/iqjWHBFdfxIU/r_gKveTVWIpc/v0,7/8 - 7/12,1001 A,40,56,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/38eszqtohw/econTabReport.pdf,7/9 - 7/11,1284 RV,41,52,-11
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,http://www.realclearpolitics.com/docs/2017_Reuters_Tracking_-_Core_Political_07_12_2017.pdf,7/7 - 7/11,1530 A,40,56,-16
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Economist/YouGov,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/o8w3rbul29/econTabReport.pdf,7/3 - 7/4,1323 RV,41,53,-12
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,Reuters/Ipsos,https://www.realclearpolitics.com/docs/Core_Political-Topline-2017-07-05.pdf,6/30 - 7/4,1600 A,38,57,-19
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,IBD/TIPP,http://www.investors.com/politics/people-like-the-senate-health-bill-more-than-they-realize-ibdtipp-poll/,6/23 - 6/29,900 A,37,58,-21
https://dyn.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html,FOX News,http://www.foxnews.com/politics/interactive/2017/06/28/fox-news-poll-june-28-2017.html,6/25 - 6/27,1017 RV,44,50,-6
