US_President
url,Number,Number_link,Presidency,Name,Prior_office,Party,Term,Vice_President
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,37,https://en.wikipedia.org/wiki/Presidency_of_Richard_Nixon,"January 20, 1969
 –
 August 9, 1974
 (Resigned from office)","Richard Nixon
 1913–1994
 (Lived: 81 years)
 [106][107][108]","36th
 Vice President of the United States
 (1953–1961); 36th
 Vice President of the United States",Republican,"(1972)
 47
 (1973)
 (1974)
 [j]","Office vacant
 October 10 – December 6, 1973"
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,37,https://en.wikipedia.org/wiki/Presidency_of_Richard_Nixon,"January 20, 1969
 –
 August 9, 1974
 (Resigned from office)","Richard Nixon
 1913–1994
 (Lived: 81 years)
 [106][107][108]","36th
 Vice President of the United States
 (1953–1961); 36th
 Vice President of the United States",Republican,"(1972)
 47
 (1973)
 (1974)
 [j]","Gerald Ford
 December 6, 1973 – August 9, 1974
 (Succeeded to presidency)"
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,38,https://en.wikipedia.org/wiki/Presidency_of_Gerald_Ford,"August 9, 1974
 –
 January 20, 1977","Gerald Ford
 1913–2006
 (Lived: 93 years)
 [109][110][111]","40th
 Vice President of the United States; 40th
 Vice President of the United States",Republican,"(1972)
 47
 (1973)
 (1974)
 [j]","Office vacant
 August 9 – December 19, 1974"
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,38,https://en.wikipedia.org/wiki/Presidency_of_Gerald_Ford,"August 9, 1974
 –
 January 20, 1977","Gerald Ford
 1913–2006
 (Lived: 93 years)
 [109][110][111]","40th
 Vice President of the United States; 40th
 Vice President of the United States",Republican,"Nelson Rockefeller
 December 19, 1974 – January 20, 1977","(1972)
 47
 (1973)
 (1974)
 [j]"
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,39,https://en.wikipedia.org/wiki/Presidency_of_Jimmy_Carter,"January 20, 1977
 –
 January 20, 1981","Jimmy Carter
 Born 1924
 (93 years old)
 [112][113][114]","76th
 Governor of Georgia
 (1971–1975); 76th
 Governor of Georgia",Democratic,"(1976)
 48
 (1977)",Walter Mondale
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,40,https://en.wikipedia.org/wiki/Presidency_of_Ronald_Reagan,"January 20, 1981
 –
 January 20, 1989","Ronald Reagan
 1911–2004
 (Lived: 93 years)
 [115][116][117]","33rd
 Governor of California
 (1967–1975); 33rd
 Governor of California",Republican,"(1980)
 49
 (1981)",George H. W. Bush
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,40,https://en.wikipedia.org/wiki/Presidency_of_Ronald_Reagan,"January 20, 1981
 –
 January 20, 1989","Ronald Reagan
 1911–2004
 (Lived: 93 years)
 [115][116][117]","33rd
 Governor of California
 (1967–1975); 33rd
 Governor of California",Republican,"(1984)
 50
 (1985)",George H. W. Bush
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,41,https://en.wikipedia.org/wiki/Presidency_of_George_H._W._Bush,"January 20, 1989
 –
 January 20, 1993","George H. W. Bush
 Born 1924
 (93 years old)
 [118][119][120]","43rd
 Vice President of the United States; 43rd
 Vice President of the United States",Republican; Republican,"(1988)
 51
 (1989)",Dan Quayle
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,42,https://en.wikipedia.org/wiki/Presidency_of_Bill_Clinton,"January 20, 1993
 –
 January 20, 2001","Bill Clinton
 Born 1946
 (71 years old)
 [121][122][123]","40th & 42nd
 Governor of Arkansas
 (1979–1981 & 1983–1992); 40th & 42nd
 Governor of Arkansas",Democratic,"(1992)
 52
 (1993)",Al Gore
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,42,https://en.wikipedia.org/wiki/Presidency_of_Bill_Clinton,"January 20, 1993
 –
 January 20, 2001","Bill Clinton
 Born 1946
 (71 years old)
 [121][122][123]","40th & 42nd
 Governor of Arkansas
 (1979–1981 & 1983–1992); 40th & 42nd
 Governor of Arkansas",Democratic,"(1996)
 53
 (1997)",Al Gore
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,43,https://en.wikipedia.org/wiki/Presidency_of_George_W._Bush,"January 20, 2001
 –
 January 20, 2009","George W. Bush
 Born 1946
 (71 years old)
 [124][125]","46th
 Governor of Texas
 (1995–2000); 46th
 Governor of Texas",Republican,"(2000)
 54
 (2001)",Dick Cheney
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,43,https://en.wikipedia.org/wiki/Presidency_of_George_W._Bush,"January 20, 2001
 –
 January 20, 2009","George W. Bush
 Born 1946
 (71 years old)
 [124][125]","46th
 Governor of Texas
 (1995–2000); 46th
 Governor of Texas",Republican,"(2004)
 55
 (2005)",Dick Cheney
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,44,https://en.wikipedia.org/wiki/Presidency_of_Barack_Obama,"January 20, 2009
 –
 January 20, 2017","Barack Obama
 Born 1961
 (56 years old)
 [126][127]","U.S. Senator (Class 3) from Illinois
 (2005–2008); U.S. Senator",Democratic,"(2008)
 56
 (2009)",Joe Biden
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,44,https://en.wikipedia.org/wiki/Presidency_of_Barack_Obama,"January 20, 2009
 –
 January 20, 2017","Barack Obama
 Born 1961
 (56 years old)
 [126][127]","U.S. Senator (Class 3) from Illinois
 (2005–2008); U.S. Senator",Democratic,"(2012)
 57
 (2013)",Joe Biden
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States#Presidents,45,https://en.wikipedia.org/wiki/Presidency_of_Donald_Trump,"January 20, 2017
 –
 Incumbent","Donald Trump
 Born 1946
 (71 years old)
 [128][129]","Chairman of
 The Trump Organization
 (1971–2017)
 (No prior elected office); The Trump Organization",Republican,"(2016)
 58
 (2017)",Mike Pence
