Table_1
url,Rank,Title,Title_link,Type,Opening_Date_2,Closing_Date_2,Performances,Comment
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,93.,Guys and Dolls,https://en.wikipedia.org/wiki/Guys_and_Dolls,M,"April 14, 1992","January 8, 1995","1,143","Revival
 4 Tony Awards in 1992, including Best Revival of a Musical
 7 Drama Desk Awards in 1992, including Outstanding Revival of a Musical
 Grammy Award for Best Musical Show Album in 1993
 Original production in 1950 (1,200 performances) and revivals in 1955 (16 performances), 1965 (15 performances), 1976 (239 performances), and 2009 (121 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,94.,Hamilton,https://en.wikipedia.org/wiki/Hamilton_(musical),M,"August 6, 2015",,"1,141","Currently running at the Richard Rodgers Theatre
 11 Tony Awards in 2016, including Best Musical
 Pulitzer Prize for Drama in 2016
 Grammy Award for Best Musical Theater Album in 2016"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,94.,The Seven Year Itch,https://en.wikipedia.org/wiki/The_Seven_Year_Itch_(play),P,"November 20, 1952","August 13, 1955","1,141",A Tony Award in 1953
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,96.,The 25th Annual Putnam County Spelling Bee,https://en.wikipedia.org/wiki/The_25th_Annual_Putnam_County_Spelling_Bee,M,"May 2, 2005","January 20, 2008","1,136","2 Tony Awards in 2005
 3 Drama Desk Awards in 2005"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,97.,"Bring in 'da Noise, Bring in 'da Funk","https://en.wikipedia.org/wiki/Bring_in_%27da_Noise,_Bring_in_%27da_Funk",D,"April 25, 1996","January 10, 1999","1,135","4 Tony Awards in 1996
 2 Drama Desk Awards in 1996"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,98.,Butterflies Are Free,https://en.wikipedia.org/wiki/Butterflies_Are_Free_(play),P,"October 21, 1969","July 2, 1972","1,128",A Tony Award in 1970
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,99.,Pins and Needles,https://en.wikipedia.org/wiki/Pins_and_Needles,R,"November 27, 1937","June 22, 1940","1,108",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,100.,Plaza Suite,https://en.wikipedia.org/wiki/Plaza_Suite,P,"February 14, 1968","October 3, 1970","1,097",A Tony Award in 1968
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,101.,Fosse,https://en.wikipedia.org/wiki/Fosse,D,"January 14, 1999","August 25, 2001","1,093","3 Tony Awards in 1999, including Best Musical
 A Drama Desk Award in 1999"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,102.,They're Playing Our Song,https://en.wikipedia.org/wiki/They%27re_Playing_Our_Song,M,"February 11, 1979","September 6, 1981","1,082",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,103.,"Kiss Me, Kate","https://en.wikipedia.org/wiki/Kiss_Me,_Kate",M,"December 30, 1948","July 28, 1951","1,077","5 Tony Awards in 1949, including Best Musical
 Revivals in 1952 (8 performances) and 1999 (881 performances)
 First show to win the Tony Award for Best Musical, among other Tony awards"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,104.,Spider-Man: Turn Off the Dark,https://en.wikipedia.org/wiki/Spider-Man:_Turn_Off_the_Dark,M,"June 14, 2011","January 4, 2014","1,066",Most expensive production in Broadway history
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,105.,"Don't Bother Me, I Can't Cope","https://en.wikipedia.org/wiki/Don%27t_Bother_Me,_I_Can%27t_Cope",R,"April 19, 1972","October 27, 1974","1,065","2 Drama Desk Awards in 1972
 Grammy Award for Best Score From an Original Cast Show Album in 1973"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,106.,The Pajama Game,https://en.wikipedia.org/wiki/The_Pajama_Game,M,"May 13, 1954","November 24, 1956","1,063","3 Tony Awards in 1955, including Best Musical
 Revivals in 1973 (65 performances) and 2006 (129 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,107.,Shenandoah,https://en.wikipedia.org/wiki/Shenandoah_(musical),M,"January 7, 1975","August 7, 1977","1,050","2 Tony Awards in 1975
 2 Drama Desk Awards in 1975
 Revival in 1989 (32 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,108.,Annie Get Your Gun,https://en.wikipedia.org/wiki/Annie_Get_Your_Gun_(musical),M,"March 4, 1999","September 1, 2001","1,045","Revival
 2 Tony Awards in 1999, including Best Revival of a Musical
 A Drama Desk Award in 1999
 A Special Drama Desk Award in 2001 for Reba McEntire
 Grammy Award for Best Musical Show Album in 2000
 Original production in 1946 (1,147 performances) and revival in 1966 (78 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,109.,The Teahouse of the August Moon,https://en.wikipedia.org/wiki/The_Teahouse_of_the_August_Moon_(play),P,"October 15, 1953","March 24, 1956","1,027","3 Tony Awards in 1954, including Best Play
 Pulitzer Prize for Drama in 1954"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,110.,Les Misérables,https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(musical),M,"March 23, 2014","September 4, 2016","1,024","Revival
 Original production in 1987 (6,680 performances) and revival in 2006 (463 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,111.,Damn Yankees,https://en.wikipedia.org/wiki/Damn_Yankees,M,"May 5, 1955","October 12, 1957","1,019","7 Tony Awards in 1956, including Best Musical
 Revival in 1994 (533 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,112.,Grand Hotel,https://en.wikipedia.org/wiki/Grand_Hotel_(musical),M,"November 12, 1989","April 25, 1992","1,017","5 Tony Awards in 1990
 5 Drama Desk Awards in 1990"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,113.,Contact,https://en.wikipedia.org/wiki/Contact_(musical),D,"March 30, 2000","September 1, 2002","1,010","4 Tony Awards in 2000, including Best Musical
 4 Drama Desk Awards in 2000, including Outstanding Musical"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,114.,Never Too Late,https://en.wikipedia.org/wiki/Never_Too_Late_(play),P,"November 27, 1962","April 24, 1965","1,007",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,115.,Beatlemania,https://en.wikipedia.org/wiki/Beatlemania_(musical),M,"May 31, 1977","October 17, 1979","1,006",
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,116.,Big River,https://en.wikipedia.org/wiki/Big_River_(musical),M,"April 25, 1985","September 20, 1987","1,005","7 Tony Awards in 1985, including Best Musical
 7 Drama Desk Awards in 1985
 Revival in 2003 (67 performances)"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,117.,Newsies,https://en.wikipedia.org/wiki/Newsies_(musical),M,"March 29, 2012","August 24, 2014","1,004","2 Tony Awards in 2012
 2 Drama Desk Awards in 2012"
https://en.wikipedia.org/wiki/List_of_the_longest-running_Broadway_shows,118.,School of Rock,https://en.wikipedia.org/wiki/School_of_Rock_(musical),M,"December 6, 2015",,"1,003",Currently running at the Winter Garden Theatre
