Table_1
url,Number,Number_link,Start_of_Presidency,End_of_Presidency,Image,Image_alt,Image_link,Name,Name_link,Lifespan,Age,Previous_Office,Party,Party_link,Term_End_(1),Term,Term_End,Vice_President,Vice_President_link
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,23,https://en.wikipedia.org/wiki/Presidency_of_Benjamin_Harrison,"March 4, 1889","March 4, 1893",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Benjamin_Harrison%2C_head_and_shoulders_bw_photo%2C_1896.jpg/165px-Benjamin_Harrison%2C_head_and_shoulders_bw_photo%2C_1896.jpg,"Benjamin Harrison, head and shoulders bw photo, 1896.jpg","https://en.wikipedia.org/wiki/File:Benjamin_Harrison,_head_and_shoulders_bw_photo,_1896.jpg",Benjamin Harrison,https://en.wikipedia.org/wiki/Benjamin_Harrison,1833–1901,(Lived: 67 years),"U.S. Senator (Class 1) from Indiana
 (1881–1887)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1888),26,(1889),Levi P. Morton,https://en.wikipedia.org/wiki/Levi_P._Morton
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,24,https://en.wikipedia.org/wiki/Presidencies_of_Grover_Cleveland,"March 4, 1893","March 4, 1897",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Grover_Cleveland_-_NARA_-_518139_%28cropped%29.jpg/165px-Grover_Cleveland_-_NARA_-_518139_%28cropped%29.jpg,Grover Cleveland - NARA - 518139 (cropped).jpg,https://en.wikipedia.org/wiki/File:Grover_Cleveland_-_NARA_-_518139_(cropped).jpg,Grover Cleveland,https://en.wikipedia.org/wiki/Grover_Cleveland,1837–1908,(Lived: 71 years),"22nd
 President of the United States
 (1885–1889)",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1892),27,(1893),Adlai Stevenson,https://en.wikipedia.org/wiki/Adlai_Stevenson_I
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,25,https://en.wikipedia.org/wiki/Presidency_of_William_McKinley,"March 4, 1897","September 14, 1901",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Mckinley.jpg/165px-Mckinley.jpg,Mckinley.jpg,https://en.wikipedia.org/wiki/File:Mckinley.jpg,William McKinley,https://en.wikipedia.org/wiki/William_McKinley,1843–1901,(Lived: 58 years),"39th
 Governor of Ohio
 (1892–1896)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1896),28,(1897),Garret Hobart,https://en.wikipedia.org/wiki/Garret_Hobart
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,25,https://en.wikipedia.org/wiki/Presidency_of_William_McKinley,"March 4, 1897","September 14, 1901",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Mckinley.jpg/165px-Mckinley.jpg,Mckinley.jpg,https://en.wikipedia.org/wiki/File:Mckinley.jpg,William McKinley,https://en.wikipedia.org/wiki/William_McKinley,1843–1901,(Lived: 58 years),"39th
 Governor of Ohio
 (1892–1896)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1896),28,(1897),,
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,25,https://en.wikipedia.org/wiki/Presidency_of_William_McKinley,"March 4, 1897","September 14, 1901",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Mckinley.jpg/165px-Mckinley.jpg,Mckinley.jpg,https://en.wikipedia.org/wiki/File:Mckinley.jpg,William McKinley,https://en.wikipedia.org/wiki/William_McKinley,1843–1901,(Lived: 58 years),"39th
 Governor of Ohio
 (1892–1896)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1900),29,"(1901)
 (1901)",Theodore Roosevelt,https://en.wikipedia.org/wiki/Theodore_Roosevelt
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,26,https://en.wikipedia.org/wiki/Presidency_of_Theodore_Roosevelt,"September 14, 1901","March 4, 1909",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/President_Roosevelt_-_Pach_Bros.tif/lossy-page1-165px-President_Roosevelt_-_Pach_Bros.tif.jpg,President Roosevelt - Pach Bros.tif,https://en.wikipedia.org/wiki/File:President_Roosevelt_-_Pach_Bros.tif,Theodore Roosevelt,https://en.wikipedia.org/wiki/Theodore_Roosevelt,1858–1919,(Lived: 60 years),"25th
 Vice President of the United States",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1900),29,"(1901)
 (1901)",,
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,26,https://en.wikipedia.org/wiki/Presidency_of_Theodore_Roosevelt,"September 14, 1901","March 4, 1909",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/President_Roosevelt_-_Pach_Bros.tif/lossy-page1-165px-President_Roosevelt_-_Pach_Bros.tif.jpg,President Roosevelt - Pach Bros.tif,https://en.wikipedia.org/wiki/File:President_Roosevelt_-_Pach_Bros.tif,Theodore Roosevelt,https://en.wikipedia.org/wiki/Theodore_Roosevelt,1858–1919,(Lived: 60 years),"25th
 Vice President of the United States",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1904),30,(1905),Charles W. Fairbanks,https://en.wikipedia.org/wiki/Charles_W._Fairbanks
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,27,https://en.wikipedia.org/wiki/Presidency_of_William_Howard_Taft,"March 4, 1909","March 4, 1913",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/William_Howard_Taft%2C_head-and-shoulders_portrait%2C_facing_front.tif/lossy-page1-165px-William_Howard_Taft%2C_head-and-shoulders_portrait%2C_facing_front.tif.jpg,"William Howard Taft, head-and-shoulders portrait, facing front.tif","https://en.wikipedia.org/wiki/File:William_Howard_Taft,_head-and-shoulders_portrait,_facing_front.tif",William Howard Taft,https://en.wikipedia.org/wiki/William_Howard_Taft,1857–1930,(Lived: 72 years),"42nd
 United States Secretary of War
 (1904–1908)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1908),31,(1909),James S. Sherman,https://en.wikipedia.org/wiki/James_S._Sherman
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,27,https://en.wikipedia.org/wiki/Presidency_of_William_Howard_Taft,"March 4, 1909","March 4, 1913",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/William_Howard_Taft%2C_head-and-shoulders_portrait%2C_facing_front.tif/lossy-page1-165px-William_Howard_Taft%2C_head-and-shoulders_portrait%2C_facing_front.tif.jpg,"William Howard Taft, head-and-shoulders portrait, facing front.tif","https://en.wikipedia.org/wiki/File:William_Howard_Taft,_head-and-shoulders_portrait,_facing_front.tif",William Howard Taft,https://en.wikipedia.org/wiki/William_Howard_Taft,1857–1930,(Lived: 72 years),"42nd
 United States Secretary of War
 (1904–1908)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1908),31,(1909),,
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,28,https://en.wikipedia.org/wiki/Presidency_of_Woodrow_Wilson,"March 4, 1913","March 4, 1921",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Woodrow_Wilson-H%26E.jpg/165px-Woodrow_Wilson-H%26E.jpg,Woodrow Wilson-H&E.jpg,https://en.wikipedia.org/wiki/File:Woodrow_Wilson-H%26E.jpg,Woodrow Wilson,https://en.wikipedia.org/wiki/Woodrow_Wilson,1856–1924,(Lived: 67 years),"34th
 Governor of New Jersey
 (1911–1913)",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1912),32,(1913),Thomas R. Marshall,https://en.wikipedia.org/wiki/Thomas_R._Marshall
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,28,https://en.wikipedia.org/wiki/Presidency_of_Woodrow_Wilson,"March 4, 1913","March 4, 1921",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Woodrow_Wilson-H%26E.jpg/165px-Woodrow_Wilson-H%26E.jpg,Woodrow Wilson-H&E.jpg,https://en.wikipedia.org/wiki/File:Woodrow_Wilson-H%26E.jpg,Woodrow Wilson,https://en.wikipedia.org/wiki/Woodrow_Wilson,1856–1924,(Lived: 67 years),"34th
 Governor of New Jersey
 (1911–1913)",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1916),33,(1917),Thomas R. Marshall,https://en.wikipedia.org/wiki/Thomas_R._Marshall
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,29,https://en.wikipedia.org/wiki/Presidency_of_Warren_G._Harding,"March 4, 1921","August 2, 1923",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Warren_G_Harding-Harris_%26_Ewing.jpg/165px-Warren_G_Harding-Harris_%26_Ewing.jpg,Warren G Harding-Harris & Ewing.jpg,https://en.wikipedia.org/wiki/File:Warren_G_Harding-Harris_%26_Ewing.jpg,Warren G. Harding,https://en.wikipedia.org/wiki/Warren_G._Harding,1865–1923,(Lived: 57 years),"U.S. Senator (Class 3) from Ohio
 (1915–1921)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1920),34,"(1921)
 (1923)",Calvin Coolidge,https://en.wikipedia.org/wiki/Calvin_Coolidge
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,30,https://en.wikipedia.org/wiki/Presidency_of_Calvin_Coolidge,"August 2, 1923
 [q]","March 4, 1929",https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Calvin_Coolidge%2C_bw_head_and_shoulders_photo_portrait_seated%2C_1919.jpg/165px-Calvin_Coolidge%2C_bw_head_and_shoulders_photo_portrait_seated%2C_1919.jpg,"Calvin Coolidge, bw head and shoulders photo portrait seated, 1919.jpg","https://en.wikipedia.org/wiki/File:Calvin_Coolidge,_bw_head_and_shoulders_photo_portrait_seated,_1919.jpg",Calvin Coolidge,https://en.wikipedia.org/wiki/Calvin_Coolidge,1872–1933,(Lived: 60 years),"29th
 Vice President of the United States",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1920),34,"(1921)
 (1923)",,
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,30,https://en.wikipedia.org/wiki/Presidency_of_Calvin_Coolidge,"August 2, 1923
 [q]","March 4, 1929",https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Calvin_Coolidge%2C_bw_head_and_shoulders_photo_portrait_seated%2C_1919.jpg/165px-Calvin_Coolidge%2C_bw_head_and_shoulders_photo_portrait_seated%2C_1919.jpg,"Calvin Coolidge, bw head and shoulders photo portrait seated, 1919.jpg","https://en.wikipedia.org/wiki/File:Calvin_Coolidge,_bw_head_and_shoulders_photo_portrait_seated,_1919.jpg",Calvin Coolidge,https://en.wikipedia.org/wiki/Calvin_Coolidge,1872–1933,(Lived: 60 years),"29th
 Vice President of the United States",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1924),35,(1925),Charles G. Dawes,https://en.wikipedia.org/wiki/Charles_G._Dawes
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,31,https://en.wikipedia.org/wiki/Presidency_of_Herbert_Hoover,"March 4, 1929","March 4, 1933",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/President_Hoover_portrait.tif/lossy-page1-165px-President_Hoover_portrait.tif.jpg,President Hoover portrait.tif,https://en.wikipedia.org/wiki/File:President_Hoover_portrait.tif,Herbert Hoover,https://en.wikipedia.org/wiki/Herbert_Hoover,1874–1964,(Lived: 90 years),"3rd
 United States Secretary of Commerce
 (1921–1928)
 (No prior elected office)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1928),36,(1929),Charles Curtis,https://en.wikipedia.org/wiki/Charles_Curtis
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,32,https://en.wikipedia.org/wiki/Presidency_of_Franklin_D._Roosevelt,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/FDR_1944_Color_Portrait.tif/lossy-page1-165px-FDR_1944_Color_Portrait.tif.jpg,FDR 1944 Color Portrait.tif,https://en.wikipedia.org/wiki/File:FDR_1944_Color_Portrait.tif,Franklin D. Roosevelt,https://en.wikipedia.org/wiki/Franklin_D._Roosevelt,1882–1945,(Lived: 63 years),"44th
 Governor of New York
 (1929–1932)",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1932),37,(1933),John N. Garner; [r],https://en.wikipedia.org/wiki/John_Nance_Garner; 
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,32,https://en.wikipedia.org/wiki/Presidency_of_Franklin_D._Roosevelt,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/FDR_1944_Color_Portrait.tif/lossy-page1-165px-FDR_1944_Color_Portrait.tif.jpg,FDR 1944 Color Portrait.tif,https://en.wikipedia.org/wiki/File:FDR_1944_Color_Portrait.tif,Franklin D. Roosevelt,https://en.wikipedia.org/wiki/Franklin_D._Roosevelt,1882–1945,(Lived: 63 years),"44th
 Governor of New York
 (1929–1932)",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1936),38,(1937),John N. Garner; [r],https://en.wikipedia.org/wiki/John_Nance_Garner; 
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,32,https://en.wikipedia.org/wiki/Presidency_of_Franklin_D._Roosevelt,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/FDR_1944_Color_Portrait.tif/lossy-page1-165px-FDR_1944_Color_Portrait.tif.jpg,FDR 1944 Color Portrait.tif,https://en.wikipedia.org/wiki/File:FDR_1944_Color_Portrait.tif,Franklin D. Roosevelt,https://en.wikipedia.org/wiki/Franklin_D._Roosevelt,1882–1945,(Lived: 63 years),"44th
 Governor of New York
 (1929–1932)",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1940),39,(1941),Henry A. Wallace,https://en.wikipedia.org/wiki/Henry_A._Wallace
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,32,https://en.wikipedia.org/wiki/Presidency_of_Franklin_D._Roosevelt,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/FDR_1944_Color_Portrait.tif/lossy-page1-165px-FDR_1944_Color_Portrait.tif.jpg,FDR 1944 Color Portrait.tif,https://en.wikipedia.org/wiki/File:FDR_1944_Color_Portrait.tif,Franklin D. Roosevelt,https://en.wikipedia.org/wiki/Franklin_D._Roosevelt,1882–1945,(Lived: 63 years),"44th
 Governor of New York
 (1929–1932)",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1944),40,"(1945)
 (1945)",Harry S. Truman,https://en.wikipedia.org/wiki/Harry_S._Truman
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,33,https://en.wikipedia.org/wiki/Presidency_of_Harry_S._Truman,"April 12, 1945","January 20, 1953",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Truman_58-766-09.jpg/165px-Truman_58-766-09.jpg,Truman 58-766-09.jpg,https://en.wikipedia.org/wiki/File:Truman_58-766-09.jpg,Harry S. Truman,https://en.wikipedia.org/wiki/Harry_S._Truman,1884–1972,(Lived: 88 years),"34th
 Vice President of the United States",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1944),40,"(1945)
 (1945)",,
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,33,https://en.wikipedia.org/wiki/Presidency_of_Harry_S._Truman,"April 12, 1945","January 20, 1953",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Truman_58-766-09.jpg/165px-Truman_58-766-09.jpg,Truman 58-766-09.jpg,https://en.wikipedia.org/wiki/File:Truman_58-766-09.jpg,Harry S. Truman,https://en.wikipedia.org/wiki/Harry_S._Truman,1884–1972,(Lived: 88 years),"34th
 Vice President of the United States",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1948),41,(1949),Alben W. Barkley,https://en.wikipedia.org/wiki/Alben_W._Barkley
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,34,https://en.wikipedia.org/wiki/Presidency_of_Dwight_D._Eisenhower,"January 20, 1953","January 20, 1961",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/President_Eisenhower_Portrait_1959.tif/lossy-page1-165px-President_Eisenhower_Portrait_1959.tif.jpg,President Eisenhower Portrait 1959.tif,https://en.wikipedia.org/wiki/File:President_Eisenhower_Portrait_1959.tif,Dwight D. Eisenhower,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower,1890–1969,(Lived: 78 years),"Supreme Allied Commander Europe
 (1949–1952)
 (No prior elected office)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1952),42,(1953),Richard Nixon,https://en.wikipedia.org/wiki/Richard_Nixon
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,34,https://en.wikipedia.org/wiki/Presidency_of_Dwight_D._Eisenhower,"January 20, 1953","January 20, 1961",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/President_Eisenhower_Portrait_1959.tif/lossy-page1-165px-President_Eisenhower_Portrait_1959.tif.jpg,President Eisenhower Portrait 1959.tif,https://en.wikipedia.org/wiki/File:President_Eisenhower_Portrait_1959.tif,Dwight D. Eisenhower,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower,1890–1969,(Lived: 78 years),"Supreme Allied Commander Europe
 (1949–1952)
 (No prior elected office)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1956),43,(1957),Richard Nixon,https://en.wikipedia.org/wiki/Richard_Nixon
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,35,https://en.wikipedia.org/wiki/Presidency_of_John_F._Kennedy,"January 20, 1961","November 22, 1963",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/John_F._Kennedy%2C_White_House_color_photo_portrait.jpg/165px-John_F._Kennedy%2C_White_House_color_photo_portrait.jpg,"John F. Kennedy, White House color photo portrait.jpg","https://en.wikipedia.org/wiki/File:John_F._Kennedy,_White_House_color_photo_portrait.jpg",John F. Kennedy,https://en.wikipedia.org/wiki/John_F._Kennedy,1917–1963,(Lived: 46 years),"U.S. Senator (Class 1) from Massachusetts
 (1953–1960)",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1960),44,"(1961)
 (1963)",Lyndon B. Johnson,https://en.wikipedia.org/wiki/Lyndon_B._Johnson
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,36,https://en.wikipedia.org/wiki/Presidency_of_Lyndon_B._Johnson,"November 22, 1963","January 20, 1969",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/37_Lyndon_Johnson_3x4.jpg/165px-37_Lyndon_Johnson_3x4.jpg,37 Lyndon Johnson 3x4.jpg,https://en.wikipedia.org/wiki/File:37_Lyndon_Johnson_3x4.jpg,Lyndon B. Johnson,https://en.wikipedia.org/wiki/Lyndon_B._Johnson,1908–1973,(Lived: 64 years),"37th
 Vice President of the United States",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1960),44,"(1961)
 (1963)",,
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,36,https://en.wikipedia.org/wiki/Presidency_of_Lyndon_B._Johnson,"November 22, 1963","January 20, 1969",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/37_Lyndon_Johnson_3x4.jpg/165px-37_Lyndon_Johnson_3x4.jpg,37 Lyndon Johnson 3x4.jpg,https://en.wikipedia.org/wiki/File:37_Lyndon_Johnson_3x4.jpg,Lyndon B. Johnson,https://en.wikipedia.org/wiki/Lyndon_B._Johnson,1908–1973,(Lived: 64 years),"37th
 Vice President of the United States",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1964),45,(1965),Hubert Humphrey,https://en.wikipedia.org/wiki/Hubert_Humphrey
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,37,https://en.wikipedia.org/wiki/Presidency_of_Richard_Nixon,"January 20, 1969","August 9, 1974",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Richard_M._Nixon%2C_ca._1935_-_1982_-_NARA_-_530679.tif/lossy-page1-165px-Richard_M._Nixon%2C_ca._1935_-_1982_-_NARA_-_530679.tif.jpg,"Richard M. Nixon, ca. 1935 - 1982 - NARA - 530679.tif","https://en.wikipedia.org/wiki/File:Richard_M._Nixon,_ca._1935_-_1982_-_NARA_-_530679.tif",Richard Nixon,https://en.wikipedia.org/wiki/Richard_Nixon,1913–,(Lived: 81 years),"36th
 Vice President of the United States
 (1953–1961)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1968),46,(1969),Spiro Agnew,https://en.wikipedia.org/wiki/Spiro_Agnew
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,37,https://en.wikipedia.org/wiki/Presidency_of_Richard_Nixon,"January 20, 1969","August 9, 1974",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Richard_M._Nixon%2C_ca._1935_-_1982_-_NARA_-_530679.tif/lossy-page1-165px-Richard_M._Nixon%2C_ca._1935_-_1982_-_NARA_-_530679.tif.jpg,"Richard M. Nixon, ca. 1935 - 1982 - NARA - 530679.tif","https://en.wikipedia.org/wiki/File:Richard_M._Nixon,_ca._1935_-_1982_-_NARA_-_530679.tif",Richard Nixon,https://en.wikipedia.org/wiki/Richard_Nixon,1913–,(Lived: 81 years),"36th
 Vice President of the United States
 (1953–1961)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1972),47,"(1973)
 (1974)",Spiro Agnew,https://en.wikipedia.org/wiki/Spiro_Agnew
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,37,https://en.wikipedia.org/wiki/Presidency_of_Richard_Nixon,"January 20, 1969","August 9, 1974",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Richard_M._Nixon%2C_ca._1935_-_1982_-_NARA_-_530679.tif/lossy-page1-165px-Richard_M._Nixon%2C_ca._1935_-_1982_-_NARA_-_530679.tif.jpg,"Richard M. Nixon, ca. 1935 - 1982 - NARA - 530679.tif","https://en.wikipedia.org/wiki/File:Richard_M._Nixon,_ca._1935_-_1982_-_NARA_-_530679.tif",Richard Nixon,https://en.wikipedia.org/wiki/Richard_Nixon,1913–,(Lived: 81 years),"36th
 Vice President of the United States
 (1953–1961)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1972),47,"(1973)
 (1974)",,
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,37,https://en.wikipedia.org/wiki/Presidency_of_Richard_Nixon,"January 20, 1969","August 9, 1974",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Richard_M._Nixon%2C_ca._1935_-_1982_-_NARA_-_530679.tif/lossy-page1-165px-Richard_M._Nixon%2C_ca._1935_-_1982_-_NARA_-_530679.tif.jpg,"Richard M. Nixon, ca. 1935 - 1982 - NARA - 530679.tif","https://en.wikipedia.org/wiki/File:Richard_M._Nixon,_ca._1935_-_1982_-_NARA_-_530679.tif",Richard Nixon,https://en.wikipedia.org/wiki/Richard_Nixon,1913–,(Lived: 81 years),"36th
 Vice President of the United States
 (1953–1961)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1972),47,"(1973)
 (1974)",Gerald Ford,https://en.wikipedia.org/wiki/Gerald_Ford
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,38,https://en.wikipedia.org/wiki/Presidency_of_Gerald_Ford,"August 9, 1974","January 20, 1977",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Gerald_Ford_-_NARA_-_530680.tif/lossy-page1-165px-Gerald_Ford_-_NARA_-_530680.tif.jpg,Gerald Ford - NARA - 530680.tif,https://en.wikipedia.org/wiki/File:Gerald_Ford_-_NARA_-_530680.tif,Gerald Ford,https://en.wikipedia.org/wiki/Gerald_Ford,1913–,(Lived: 93 years),"40th
 Vice President of the United States",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1972),47,"(1973)
 (1974)",,
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,38,https://en.wikipedia.org/wiki/Presidency_of_Gerald_Ford,"August 9, 1974","January 20, 1977",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Gerald_Ford_-_NARA_-_530680.tif/lossy-page1-165px-Gerald_Ford_-_NARA_-_530680.tif.jpg,Gerald Ford - NARA - 530680.tif,https://en.wikipedia.org/wiki/File:Gerald_Ford_-_NARA_-_530680.tif,Gerald Ford,https://en.wikipedia.org/wiki/Gerald_Ford,1913–,(Lived: 93 years),"40th
 Vice President of the United States",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),"December 19, 1974 – January 20, 1977",,"(1973)
 (1974)",[j],
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,39,https://en.wikipedia.org/wiki/Presidency_of_Jimmy_Carter,"January 20, 1977","January 20, 1981",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/JimmyCarterPortrait2.jpg/165px-JimmyCarterPortrait2.jpg,JimmyCarterPortrait2.jpg,https://en.wikipedia.org/wiki/File:JimmyCarterPortrait2.jpg,Jimmy Carter,https://en.wikipedia.org/wiki/Jimmy_Carter,Born 1924,(93 years old),"76th
 Governor of Georgia
 (1971–1975)",Democratic,https://en.wikipedia.org/wiki/Democratic_Party_(United_States),(1976),48,(1977),Walter Mondale,https://en.wikipedia.org/wiki/Walter_Mondale
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,40,https://en.wikipedia.org/wiki/Presidency_of_Ronald_Reagan,"January 20, 1981","January 20, 1989",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Official_Portrait_of_President_Reagan_1981.jpg/165px-Official_Portrait_of_President_Reagan_1981.jpg,Official Portrait of President Reagan 1981.jpg,https://en.wikipedia.org/wiki/File:Official_Portrait_of_President_Reagan_1981.jpg,Ronald Reagan,https://en.wikipedia.org/wiki/Ronald_Reagan,1911–,(Lived: 93 years),"33rd
 Governor of California
 (1967–1975)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1980),49,(1981),George H. W. Bush,https://en.wikipedia.org/wiki/George_H._W._Bush
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,40,https://en.wikipedia.org/wiki/Presidency_of_Ronald_Reagan,"January 20, 1981","January 20, 1989",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Official_Portrait_of_President_Reagan_1981.jpg/165px-Official_Portrait_of_President_Reagan_1981.jpg,Official Portrait of President Reagan 1981.jpg,https://en.wikipedia.org/wiki/File:Official_Portrait_of_President_Reagan_1981.jpg,Ronald Reagan,https://en.wikipedia.org/wiki/Ronald_Reagan,1911–,(Lived: 93 years),"33rd
 Governor of California
 (1967–1975)",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1984),50,(1985),George H. W. Bush,https://en.wikipedia.org/wiki/George_H._W._Bush
https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,41,https://en.wikipedia.org/wiki/Presidency_of_George_H._W._Bush,"January 20, 1989","January 20, 1993",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/George_H._W._Bush%2C_President_of_the_United_States%2C_1989_official_portrait_cropped.jpg/165px-George_H._W._Bush%2C_President_of_the_United_States%2C_1989_official_portrait_cropped.jpg,"George H. W. Bush, President of the United States, 1989 official portrait cropped.jpg","https://en.wikipedia.org/wiki/File:George_H._W._Bush,_President_of_the_United_States,_1989_official_portrait_cropped.jpg",George H. W. Bush,https://en.wikipedia.org/wiki/George_H._W._Bush,Born 1924,(93 years old),"43rd
 Vice President of the United States",Republican,https://en.wikipedia.org/wiki/Republican_Party_(United_States),(1988),51,(1989),Dan Quayle,https://en.wikipedia.org/wiki/Dan_Quayle
