National_Capitals
url,Capital_City,Country,Notes
https://en.wikipedia.org/wiki/List_of_national_capitals_in_alphabetical_order,Warsaw,Poland,
https://en.wikipedia.org/wiki/List_of_national_capitals_in_alphabetical_order,"Washington, D.C.",United States,
https://en.wikipedia.org/wiki/List_of_national_capitals_in_alphabetical_order,Wellington,New Zealand,See also: Capital of New Zealand
https://en.wikipedia.org/wiki/List_of_national_capitals_in_alphabetical_order,West Island,Cocos (Keeling) Islands,External territory of Australia
https://en.wikipedia.org/wiki/List_of_national_capitals_in_alphabetical_order,Willemstad,Curaçao,Self-governing country within the Kingdom of the Netherlands
https://en.wikipedia.org/wiki/List_of_national_capitals_in_alphabetical_order,Windhoek,Namibia,
https://en.wikipedia.org/wiki/List_of_national_capitals_in_alphabetical_order,"Yamoussoukro (official)
 Abidjan (former capital; still has many government offices)",Ivory Coast,
https://en.wikipedia.org/wiki/List_of_national_capitals_in_alphabetical_order,Yaoundé,Cameroon,
https://en.wikipedia.org/wiki/List_of_national_capitals_in_alphabetical_order,Yaren (de facto),Nauru,"Country does not have an official capital; however, the government offices are in Yaren."
https://en.wikipedia.org/wiki/List_of_national_capitals_in_alphabetical_order,Yerevan,Armenia,
https://en.wikipedia.org/wiki/List_of_national_capitals_in_alphabetical_order,Zagreb,Croatia,
