Table_1
url,Product_Number,Product_Number_link,Title,Revision_Date,Posted_Date
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Notc 609,https://www.irs.gov/pub/irs-pdf/n609.pdf,Privacy Act Notice,1013,09/17/2013
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Notc 609 (SP),https://www.irs.gov/pub/irs-pdf/n609s.pdf,Aviso sobre la Ley de Informacion Confidencial,1013,05/13/2014
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 637,https://www.irs.gov/pub/irs-pdf/f637.pdf,Application for Registration (For Certain Excise Tax Activities),1017,11/03/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 656,https://www.irs.gov/pub/irs-pdf/f656.pdf,Offer in Compromise,0318,03/25/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 656-B,https://www.irs.gov/pub/irs-pdf/f656b.pdf,Offer in Compromise Booklet,0318,03/25/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 656-L,https://www.irs.gov/pub/irs-pdf/f656l.pdf,Offer in Compromise (Doubt as to Liability),0118,01/24/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 656-PPV,https://www.irs.gov/pub/irs-pdf/f656ppv.pdf,Offer in Compromise - Periodic Payment Voucher,0318,03/22/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 673,https://www.irs.gov/pub/irs-pdf/f673.pdf,Statement for Claiming Exemption from Withholding on Foreign Earned Income Eligible for the Exclusion(s) Provided by Section 911,1207,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Notc 703,https://www.irs.gov/pub/irs-pdf/n703.pdf,Read This To See If Your Social Security Benefits May Be Taxable,0917,09/16/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 706,https://www.irs.gov/pub/irs-pdf/f706.pdf,United States Estate (and Generation-Skipping Transfer) Tax Return,0817,09/16/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 706,https://www.irs.gov/pub/irs-pdf/i706.pdf,"Instructions for Form 706, United States Estate (and Generation-Skipping Transfer) Tax Return",0817,09/16/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 706-A,https://www.irs.gov/pub/irs-pdf/f706a.pdf,United States Additional Estate Tax Return,0913,09/20/2013
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 706-A,https://www.irs.gov/pub/irs-pdf/i706a.pdf,"Instructions for Form 706-A, United States Additional Estate Tax Return",0916,11/21/2016
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 706-CE,https://www.irs.gov/pub/irs-pdf/f706ce.pdf,Certification of Payment of Foreign Death Tax,1013,11/13/2013
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 706-GS(D),https://www.irs.gov/pub/irs-pdf/f706gsd.pdf,Generation-Skipping Transfer Tax Return for Distributions,0813,10/11/2013
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 706-GS(D),https://www.irs.gov/pub/irs-pdf/i706gsd.pdf,"Instructions for Form 706-GS(D), Generation-Skipping Transfer Tax Return for Distributions",0916,11/23/2016
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 706-GS(D-1),https://www.irs.gov/pub/irs-pdf/f706gsd1.pdf,Notification of Distribution From a Generation-Skipping Trust,1008,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 706-GS(D-1),https://www.irs.gov/pub/irs-pdf/i706gsd1.pdf,"Instructions for Form 706-GS(D-1), Notification of Distribution From a Generation-Skipping Trust",1117,12/14/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 706-GS(T),https://www.irs.gov/pub/irs-pdf/f706gst.pdf,Generation Skipping Transfer Tax Return for Terminations,1113,10/11/2013
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 706-GS(T),https://www.irs.gov/pub/irs-pdf/i706gst.pdf,"Instructions for Form 706-GS(T), Generation-Skipping Transfer Tax Return For Terminations",1117,11/20/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 706-NA,https://www.irs.gov/pub/irs-pdf/f706na.pdf,United States Estate (and Generation-Skipping Transfer) Tax Return,0813,08/23/2013
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 706-NA,https://www.irs.gov/pub/irs-pdf/i706na.pdf,"Instructions for Form 706-NA, United States Estate (and Generation-Skipping Transfer) Tax Return (Estate of nonresident not a citizen of the U.S.)",0916,09/02/2016
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 706-QDT,https://www.irs.gov/pub/irs-pdf/f706qdt.pdf,U.S. Estate Tax Return for Qualified Domestic Trusts,0814,08/08/2014
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 706-QDT,https://www.irs.gov/pub/irs-pdf/i706qdt.pdf,"Instructions for Form 706-QDT, U.S. Estate Tax Return for Qualified Domestic Trusts",0814,08/13/2014
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 709,https://www.irs.gov/pub/irs-pdf/f709.pdf,United States Gift (and Generation-Skipping Transfer) Tax Return,2017,10/31/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 709,https://www.irs.gov/pub/irs-pdf/i709.pdf,"Instructions for Form 709, United States Gift (and Generation-Skipping Transfer) Tax Return",2017,11/08/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 712,https://www.irs.gov/pub/irs-pdf/f712.pdf,Life Insurance Statement,0406,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 720,https://www.irs.gov/pub/irs-pdf/f720.pdf,Quarterly Federal Excise Tax Return,0118,02/26/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 720,https://www.irs.gov/pub/irs-pdf/i720.pdf,"Instructions for Form 720, Quarterly Federal Excise Tax Return",0118,03/08/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 720-CS,https://www.irs.gov/pub/irs-pdf/f720cs.pdf,Carrier Summary Report,0910,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 720-CS,https://www.irs.gov/pub/irs-pdf/i720cs.pdf,"Instructions for Form 720-CS, Carrier Summary Report",0717,09/16/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 720-TO,https://www.irs.gov/pub/irs-pdf/f720to.pdf,Terminal Operator Report,0910,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 720-TO,https://www.irs.gov/pub/irs-pdf/i720to.pdf,"Instructions for Form 720-TO, Terminal Operator Report",0717,09/16/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 720-X,https://www.irs.gov/pub/irs-pdf/f720x.pdf,Amended Quarterly Federal Excise Tax Return,0313,04/03/2013
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 721,https://www.irs.gov/pub/irs-pdf/p721.pdf,Tax Guide to U.S. Civil Service Retirement Benefits,2017,01/25/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 730,https://www.irs.gov/pub/irs-pdf/f730.pdf,Monthly Tax Return for Wagers,1217,12/21/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Notc 746,https://www.irs.gov/pub/irs-pdf/n746.pdf,"Information About Your Notice, Penalty and Interest",0416,05/19/2016
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Notc 746 (SP),https://www.irs.gov/pub/irs-pdf/n746sp.pdf,"Information About Your Notice, Penalty and Interest (Spanish version)",0416,05/19/2016
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 783,https://www.irs.gov/pub/irs-pdf/p783.pdf,Instructions on How to Apply for Certificate of Discharge from Federal Tax Lien,0610,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Notc 784,https://www.irs.gov/pub/irs-pdf/n784.pdf,Could You be Personally Liable for Certain Unpaid Federal Taxes,0316,03/07/2016
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 784,https://www.irs.gov/pub/irs-pdf/p784.pdf,Instructions on How to Apply for a Certificate of Subordination of Federal Tax Lien,0610,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 785,https://www.irs.gov/pub/irs-pdf/p785.pdf,Purchase Money Mortgages and Subordination of the Federal Tax Lien,1005,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 786,https://www.irs.gov/pub/irs-pdf/p786.pdf,Instructions for Preparing Notice of Nonjudicial Sale of Property and Application for Consent to Sale,0516,06/07/2016
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 794,https://www.irs.gov/pub/irs-pdf/p794.pdf,Favorable Determination Letter,1116,11/14/2016
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Notc 797,https://www.irs.gov/pub/irs-pdf/n797.pdf,Possible Federal Tax Refund Due to the Earned Income Credit (EIC),1217,11/21/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 843,https://www.irs.gov/pub/irs-pdf/f843.pdf,Claim for Refund and Request for Abatement,0811,09/22/2014
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 843,https://www.irs.gov/pub/irs-pdf/i843.pdf,"Instructions for Form 843, Claim for Refund and Request for Abatement",1213,04/25/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Notc 844,https://www.irs.gov/pub/irs-pdf/n844.pdf,Federal Tax Obligations of Non-Profit Corporations,0610,02/28/2013
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 850 (EN/CN-S),https://www.irs.gov/pub/irs-pdf/p850encs.pdf,English-Chinese (Simplified) Glossary of Words and Phrases,1007,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 850 (EN/CN-T),https://www.irs.gov/pub/irs-pdf/p850enct.pdf,English-Chinese (Traditional) Glossary of Words and Phrases,1007,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 850 (EN/KR),https://www.irs.gov/pub/irs-pdf/p850enkr.pdf,English-Korean Glossary of Words and Phrases,1007,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 850 (EN/RU),https://www.irs.gov/pub/irs-pdf/p850enru.pdf,English-Russian Glossary of Words and Phrases,1007,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 850 (EN/SP),https://www.irs.gov/pub/irs-pdf/p850.pdf,English-Spanish Glossary of Words and Phrases,0511,12/01/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 850 (EN/VN),https://www.irs.gov/pub/irs-pdf/p850envn.pdf,English-Vietnamese Glossary of Words and Phrases,1007,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 851,https://www.irs.gov/pub/irs-pdf/f851.pdf,Affiliations Schedule,1016,10/14/2016
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 886-H-AOC,https://www.irs.gov/pub/irs-pdf/f886haoc.pdf,Supporting Documents to Prove American Opportunity Credit,0517,11/17/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 886-H-DEP (SP),https://www.irs.gov/pub/irs-pdf/f886hdsp.pdf,Supporting Documents for Dependency Exemptions (Spanish Version),1017,11/17/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 886-H-EIC,https://www.irs.gov/pub/irs-pdf/f886he.pdf,Documents You Need to Send to Claim the Earned Income Credit on the Basis of a Qualifying Child or Children,1017,11/17/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 886-H-EIC (SP),https://www.irs.gov/pub/irs-pdf/f886hesp.pdf,Documents You Need to Provide So You Can Claim the Earned Income Credit on the Basis of a Qualifying Child or Children (Spanish Version),1017,11/17/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 886-H-FTHBC,https://www.irs.gov/pub/irs-pdf/f886hfth.pdf,First-Time Homebuyer Credit Supporting Documents,0909,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 886-H-HOH (SP),https://www.irs.gov/pub/irs-pdf/f886hhsp.pdf,Supporting Documents To Prove Head of Household Filing Status (Spanish Version),1017,11/17/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 886-L,https://www.irs.gov/pub/irs-pdf/f886l.pdf,Supporting Documents,1214,11/17/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 892,https://www.irs.gov/pub/irs-pdf/p892.pdf,How to Appeal an IRS Determination on Tax-Exempt Status,0217,02/15/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 901,https://www.irs.gov/pub/irs-pdf/p901.pdf,U.S. Tax Treaties,0916,10/12/2016
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 907,https://www.irs.gov/pub/irs-pdf/f907.pdf,Agreement to Extend the Time to Bring Suit,0101,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 907,https://www.irs.gov/pub/irs-pdf/p907.pdf,Tax Highlights for Persons With Disabilities,2017,02/12/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 908,https://www.irs.gov/pub/irs-pdf/p908.pdf,Bankruptcy Tax Guide,1012,12/13/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 911,https://www.irs.gov/pub/irs-pdf/f911.pdf,Request for Taxpayer Advocate Service Assistance (And Application for Taxpayer Assistance Order),0215,02/26/2015
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 915,https://www.irs.gov/pub/irs-pdf/p915.pdf,Social Security and Equivalent Railroad Retirement Benefits,2017,01/04/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 921,https://www.irs.gov/pub/irs-pdf/f921.pdf,Consent to Extend the Time to Assess Income Tax,0701,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 921-A,https://www.irs.gov/pub/irs-pdf/f921a.pdf,Consent Fixing Period of Limitation on Assessment of Income and Profits Tax,0101,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 921-I,https://www.irs.gov/pub/irs-pdf/f921i.pdf,Consent Fixing Period of Limitation on Assessment of Income and Profits Tax,1012,05/16/2014
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 921-P,https://www.irs.gov/pub/irs-pdf/f921p.pdf,Consent Fixing Period of Limitation on Assessment of Income and Profits Tax,1001,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 925,https://www.irs.gov/pub/irs-pdf/p925.pdf,Passive Activity and At-Risk Rules,2017,03/01/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 926,https://www.irs.gov/pub/irs-pdf/f926.pdf,Return by a U.S. Transferor of Property to a Foreign Corporation,1217,12/27/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 926,https://www.irs.gov/pub/irs-pdf/i926.pdf,"Instructions for Form 926, Return by a U.S. Transferor of Property to a Foreign Corporation",1217,01/23/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 926,https://www.irs.gov/pub/irs-pdf/p926.pdf,Household Employer's Tax Guide,2018,02/02/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 928,https://www.irs.gov/pub/irs-pdf/f928.pdf,Taxable Fuel Bond,0917,12/12/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 929,https://www.irs.gov/pub/irs-pdf/p929.pdf,Tax Rules for Children and Dependents,2017,01/24/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Notc 931,https://www.irs.gov/pub/irs-pdf/n931.pdf,Deposit Requirements for Employment Taxes,1017,09/25/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 936,https://www.irs.gov/pub/irs-pdf/p936.pdf,Home Mortgage Interest Deduction,2017,02/06/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 938,https://www.irs.gov/pub/irs-pdf/p938.pdf,Real Estate Mortgage Investment Conduits (REMICs) Reporting Information (And Other Collateralized Debt Obligations (CDOs)),0218,02/20/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Publ 939,https://www.irs.gov/pub/irs-pdf/p939.pdf,General Rule for Pensions and Annuities,1213,01/08/2014
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 940,https://www.irs.gov/pub/irs-pdf/f940.pdf,Employer's Annual Federal Unemployment (FUTA) Tax Return,2017,11/22/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 940,https://www.irs.gov/pub/irs-pdf/i940.pdf,"Instructions for Form 940, Employer's Annual Federal Unemployment (FUTA) Tax Return",2017,11/21/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 940 (PR),https://www.irs.gov/pub/irs-pdf/f940pr.pdf,Planilla Para La Declaracion Federal Anual Del Patrono de la Contribcion Federal Para El Desempleo (FUTA),2017,12/01/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 940 (PR),https://www.irs.gov/pub/irs-pdf/i940pr.pdf,"Instrucciones para el Formulario 940-PR, Planilla para la Declaracion Federal Anual del Patrono de la Contribucion Federal para el Desempleo (FUTA)",2017,12/07/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 940 (PR) (Schedule A),https://www.irs.gov/pub/irs-pdf/f940pra.pdf,Multi-State Employer and Credit Reduction Information (Puerto Rican Version),2017,12/01/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 940 (Schedule A),https://www.irs.gov/pub/irs-pdf/f940sa.pdf,Multi-State Employer and Credit Reduction Information,2017,11/22/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 940 (Schedule R),https://www.irs.gov/pub/irs-pdf/f940sr.pdf,Allocation Schedule for Aggregate Form 940 Filers,1217,11/22/2017
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Notc 940 (SP),https://www.irs.gov/pub/irs-pdf/n940sp.pdf,Why Do I Have to File Form W-4 with My Employer? (Spanish version),0813,08/20/2013
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 940-B,https://www.irs.gov/pub/irs-pdf/f940b.pdf,Request for Verification of Credit Information Shown on Form 940,0510,07/17/2012
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Form 941,https://www.irs.gov/pub/irs-pdf/f941.pdf,Employer's Quarterly Federal Tax Return,0118,02/27/2018
https://apps.irs.gov/app/picklist/list/formsPublications.html?indexOfFirstRow=0&sortColumn=sortOrder&value=&criteria=&resultsPerPage=200&isDescending=false,Inst 941,https://www.irs.gov/pub/irs-pdf/i941.pdf,"Instructions for Form 941, Employer's Quarterly Federal Tax Return",0118,02/27/2018
